Application_Number,Parish,Description,Address,Occupancy_Type,Application_Type,FY,ISSUEDATE,District,Dwellings
16441212 1289,Hartington Nether Quarter,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",828-9268 Sem Avenue,Open Market,NEW,2007/08,20/09/2005,DDDC,1
16291006 3706,Hartington Nether Quarter,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 796, 9396 Ac, St.",Open Market,NEW,2007/08,20/09/2005,DDDC,-1
16530103 5704,Tintwistle,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",645-6358 Hendrerit Ave,Open Market,NEW,2008/09,21/10/2008,DDDC,1
16910803 7210,Curbar,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",4179 Ipsum Av.,Open Market,NEW,2008/09,19/03/2007,DDDC,1
16250524 6229,Curbar,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",670-5640 Dignissim Av.,Open Market,NEW,2008/09,19/03/2007,DDDC,-1
16580210 8844,Great Longstone,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 232, 6590 Auctor, Rd.",Open Market,NEW,2010/11,03/12/2007,DDDC,1
16720130 0980,Great Longstone,"Lorem ipsum dolor sit amet, consectetuer adipiscing",194-6561 Pulvinar Street,Open Market,NEW,2010/11,03/12/2007,DDDC,-1
16640330 9559,Froggatt,"Lorem ipsum dolor sit amet, consectetuer",606-3147 Phasellus Avenue,Open Market,NEW,2003/04,20/02/2003,DDDC,1
16930715 8775,Froggatt,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 698, 1316 Eu Avenue",Open Market,NEW,2003/04,20/02/2003,DDDC,-1
16311207 6645,Aston,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #929-4601 Nisi Street,Open Market,NEW,2004/05,27/05/2002,HPBC,1
16271014 4326,Aston,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1474 Nec Rd.,Open Market,NEW,2004/05,27/05/2002,HPBC,-1
16801106 4246,Middleton & Smerrill,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #155-147 Purus. Street,Open Market,NEW,2004/05,24/03/2003,DDDC,1
16251227 2184,Middleton & Smerrill,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","Ap #949-9453 Non, Street",Open Market,NEW,2004/05,24/03/2003,DDDC,-1
16180116 7121,Edale,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",8793 Torquent Av.,Open Market,NEW,2011/12,02/05/2008,HPBC,1
16771119 6951,Edale,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",3033 Dignissim. Street,Open Market,NEW,2011/12,02/05/2008,HPBC,-1
16461029 4599,Great Longstone,"Lorem ipsum dolor sit amet, consectetuer",280-8694 Natoque St.,Open Market,NEW,1998/99,22/04/1997,DDDC,1
16170307 8228,Great Hucklow,"Lorem ipsum dolor sit amet, consectetuer adipiscing",988 Nullam Ave,Open Market,NEW,1991/92,14/03/1989,DDDC,1
16361022 1099,Hartington Town Quarter,"Lorem ipsum dolor sit amet, consectetuer",6997 Erat St.,Open Market,NEW,1994/95,15/05/1989,DDDC,1
16120813 9954,Bradwell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",332 Et Av.,Open Market,NEW,1991/92,26/06/1990,DDDC,1
16770914 9301,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",496-5836 Odio St.,Open Market,NEW,2002/03,12/09/2001,DDDC,1
16550214 5476,Bradwell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #724-4824 Bibendum. Rd.,Open Market,NEW,1996/97,03/06/1992,DDDC,1
16060827 3405,Great Longstone,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 821, 4621 Mi Road",Open Market,NEW,1997/98,01/07/1996,DDDC,1
16691111 9003,Bradwell,"Lorem ipsum dolor sit amet, consectetuer adipiscing",9950 Neque. Street,Open Market,NEW,2001/02,15/07/1999,DDDC,1
16560105 0684,Bradwell,"Lorem ipsum dolor sit amet, consectetuer adipiscing","1971 Imperdiet, Ave",Open Market,NEW,1993/94,14/07/1992,DDDC,1
16490808 8596,Bamford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 517, 8193 Scelerisque St.",Open Market,NEW,1996/97,16/08/1995,HPBC,1
16241104 5665,Castleton,"Lorem ipsum dolor sit amet, consectetuer adipiscing",9942 Libero Av.,Open Market,NEW,1993/94,03/11/1992,HPBC,1
16730127 4267,Aldwark,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #823-1627 Pellentesque. St.,Open Market,NEW,1995/96,03/11/1992,DDDC,1
16100305 3186,Bradwell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 625, 7679 Sed Avenue",Open Market,NEW,1996/97,19/10/1992,DDDC,1
16400919 8336,Bakewell,"Lorem ipsum dolor sit amet, consectetuer",7008 Lorem Road,Open Market,NEW,1992/93,21/11/1989,DDDC,1
16180817 3015,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing","7130 Pede, Rd.",Open Market,NEW,1996/97,28/11/1995,DDDC,1
16060724 5545,Great Longstone,"Lorem ipsum dolor sit amet, consectetuer",Ap #929-852 Sit Rd.,Open Market,NEW,1998/99,19/11/1996,DDDC,1
16140804 3568,Kettleshulme,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 101, 8156 Curabitur Av.",Open Market,NEW,2006/07,04/02/2000,MBC,1
16421103 1937,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","484-7318 Ut, Rd.",Open Market,NEW,2004/05,07/01/2002,DDDC,1
16550324 0458,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Ap #966-897 Imperdiet St.,Open Market,NEW,1993/94,06/11/1990,DDDC,1
16731016 3857,Calver,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",9398 Molestie St.,Open Market,NEW,1992/93,03/01/1991,DDDC,1
16960311 1700,Bamford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 669, 2499 Et Av.",Open Market,NEW,1994/95,11/11/1992,HPBC,1
16760619 6140,Holmesfield,"Lorem ipsum dolor sit amet, consectetuer adipiscing",2250 Tincidunt. Street,Open Market,NEW,1999/00,20/12/1996,NEDDC,1
16220821 1041,Chapel En Le Frith,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",149 Nisl St.,Open Market,NEW,1998/99,16/12/1996,HPBC,1
16921121 7501,Great Longstone,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",7037 Libero Avenue,Open Market,NEW,1998/99,23/12/1997,DDDC,1
16880616 4771,Calver,"Lorem ipsum dolor sit amet, consectetuer","2282 Lorem, Road",Open Market,NEW,1992/93,21/02/1990,DDDC,1
16100706 1979,Great Longstone,"Lorem ipsum dolor sit amet, consectetuer",Ap #203-9949 Massa. Rd.,Open Market,NEW,1997/98,07/02/1996,DDDC,1
16300808 0016,Great Longstone,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","972-1011 Amet, Av.",Open Market,NEW,1996/97,03/01/1996,DDDC,1
16771115 6021,Grindleford,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 221, 9875 Aliquam Road",Open Market,NEW,2009/10,15/04/2004,DDDC,1
16081115 6488,Quarnford,"Lorem ipsum dolor sit amet, consectetuer",390-6517 Id Road,Open Market,NEW,2005/06,27/02/1987,SMDC,1
16980115 0815,Hathersage,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",404 Molestie Road,Open Market,NEW,1991/92,06/07/1989,DDDC,1
16321126 1551,Tideswell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","P.O. Box 424, 2373 Massa. Street",Open Market,NEW,1994/95,22/02/1991,DDDC,1
16030428 2304,Baslow & Bubnell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",Ap #701-3329 Nec St.,Open Market,NEW,1997/98,27/01/1997,DDDC,1
16200226 9476,Tideswell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",5088 Morbi Av.,Open Market,NEW,2002/03,12/04/1999,DDDC,1
16320126 0282,Baslow & Bubnell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 879, 9033 Nunc Avenue",Open Market,NEW,1993/94,16/04/1992,DDDC,1
16110220 8921,Quarnford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 364, 6405 Tempus Avenue",Open Market,NEW,1997/98,28/05/1990,SMDC,1
16751013 0979,Langsett,"Lorem ipsum dolor sit amet, consectetuer",5633 Risus Ave,Open Market,NEW,1994/95,11/10/1990,BMBC,1
16671129 0657,Bakewell,"Lorem ipsum dolor sit amet, consectetuer",Ap #241-6084 Pellentesque St.,Open Market,NEW,1996/97,28/04/1992,DDDC,1
16190225 0107,Winster,"Lorem ipsum dolor sit amet, consectetuer adipiscing",Ap #687-3199 Magna Road,Open Market,NEW,1992/93,01/12/1989,DDDC,1
16091015 8013,Eyam,"Lorem ipsum dolor sit amet, consectetuer",573-871 Metus. Street,Open Market,NEW,2006/07,08/04/2005,DDDC,1
16560112 4919,Bradwell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",363-284 Luctus Street,Open Market,NEW,2003/04,20/06/2002,DDDC,2
16380207 3787,Bradwell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",Ap #514-7959 Morbi St.,Open Market,NEW,2003/04,20/06/2002,DDDC,-1
16011120 5506,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",Ap #156-5307 Quam Ave,Open Market,NEW,2001/02,26/11/1996,DDDC,1
16120128 3437,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 528, 6354 Mauris Rd.",Open Market,NEW,2004/05,26/11/1996,DDDC,1
16010815 9542,Baslow & Bubnell,"Lorem ipsum dolor sit amet, consectetuer adipiscing","880-8190 Quis, St.",Open Market,NEW,2002/03,22/01/2002,DDDC,2
16440708 5325,Hathersage,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",523-3439 Ut Rd.,Open Market,NEW,2002/03,03/08/2001,DDDC,2
16210102 9045,Elton,"Lorem ipsum dolor sit amet, consectetuer","145-9430 Et, Road",Open Market,NEW,1993/94,25/01/1993,DDDC,2
16710922 0314,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",471-3437 Lacus. Rd.,Open Market,NEW,2007/08,05/01/2005,DDDC,2
16030519 3419,Grindleford,"Lorem ipsum dolor sit amet, consectetuer",Ap #266-2983 Tempor Road,Open Market,NEW,1994/95,06/07/1992,DDDC,1
16900606 9745,Grindleford,"Lorem ipsum dolor sit amet, consectetuer adipiscing",6428 Ac Road,Open Market,NEW,1995/96,06/07/1992,DDDC,1
16600516 2703,Eyam,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 174, 6926 Euismod Rd.",Open Market,NEW,1996/97,22/07/1992,DDDC,3
16840612 6493,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",694-8523 Velit. Rd.,Open Market,NEW,2002/03,26/11/1996,DDDC,2
16110818 7970,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",Ap #694-1825 Nulla Street,Open Market,NEW,2004/05,26/11/1996,DDDC,1
16240602 1572,Butterton,"Lorem ipsum dolor sit amet, consectetuer adipiscing","5356 Facilisis, Street",Open Market,NEW,1996/97,23/10/1987,SMDC,1
16350922 6472,Over Haddon,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4375 Magnis Road,Open Market,NEW,2008/09,01/03/2006,DDDC,3
16690420 1008,Bamford,"Lorem ipsum dolor sit amet, consectetuer",753-7093 Elit Avenue,Open Market,NEW,1993/94,16/09/1992,HPBC,3
16921122 4754,Bakewell,"Lorem ipsum dolor sit amet, consectetuer",2393 Dapibus Ave,Open Market,NEW,2000/01,05/04/2000,DDDC,4
16900212 4528,Castleton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.","P.O. Box 842, 4874 Pellentesque, Street",Open Market,NEW,2005/06,09/07/2002,HPBC,4
16730424 1354,Warslow & Elkstone,"Lorem ipsum dolor sit amet, consectetuer",155-858 At St.,Open Market,NEW,1993/94,01/06/1988,SMDC,2
16280212 5662,Warslow & Elkstone,"Lorem ipsum dolor sit amet, consectetuer",Ap #317-8448 Eu Road,Open Market,NEW,1994/95,01/06/1988,SMDC,1
16451213 5981,Warslow & Elkstone,"Lorem ipsum dolor sit amet, consectetuer",845-8784 Quam St.,Open Market,NEW,1995/96,01/06/1988,SMDC,3
16800617 9322,Warslow & Elkstone,"Lorem ipsum dolor sit amet, consectetuer adipiscing",3711 Dictum Ave,Open Market,NEW,2003/04,01/06/1988,SMDC,1
16411104 0921,Waterhouses,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",3462 Cras Av.,Open Market,NEW,1999/00,29/04/1998,SMDC,10
16460803 2563,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 611, 209 Nec, Rd.",Open Market,NEW,1998/99,14/04/1997,DDDC,12
16780423 3448,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing",893 Est Rd.,Open Market,NEW,1991/92,13/12/1990,DDDC,4
16401229 2787,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",7127 Adipiscing Rd.,Open Market,NEW,1992/93,13/12/1990,DDDC,5
16791008 2648,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",Ap #408-4555 Rhoncus Rd.,Open Market,NEW,1993/94,13/12/1990,DDDC,1
16310816 1765,Bakewell,"Lorem ipsum dolor sit amet, consectetuer",774-6716 Cras Ave,Open Market,NEW,1996/97,13/12/1990,DDDC,1
16180117 2618,Eyam,"Lorem ipsum dolor sit amet, consectetuer","P.O. Box 321, 7025 Aliquam Rd.",Open Market,NEW,2008/09,18/03/2005,DDDC,17
16200711 2358,Bamford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 494, 1030 Quis St.",Open Market,NEW,1997/98,06/02/1997,HPBC,18
16650306 5184,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 330, 341 Consectetuer Rd.",Open Market,NEW,1999/00,12/03/1997,DDDC,28
16460622 8189,Hartington Nether Quarter,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",5175 Nonummy Road,Open Market,NEW,1993/94,18/03/1992,DDDC,1
16720501 6269,Hartington Nether Quarter,"Lorem ipsum dolor sit amet, consectetuer",6153 Diam. Av.,Open Market,NEW,1993/94,18/03/1992,DDDC,-1
16220124 7513,Bakewell,"Lorem ipsum dolor sit amet, consectetuer",Ap #779-278 Euismod Rd.,Open Market,NEW,1995/96,09/03/1994,DDDC,1
16500503 7667,Calver,"Lorem ipsum dolor sit amet, consectetuer adipiscing",Ap #790-9965 Dui. Av.,Open Market,NEW,2001/02,24/02/1995,DDDC,1
16180517 4156,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",8455 Integer Avenue,Open Market,NEW,1997/98,04/08/1997,DDDC,1
16760304 3873,Waterhouses,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 545, 5130 Risus, Rd.",Open Market,NEW,1992/93,12/06/1990,SMDC,1
16710620 3065,Longnor,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",192-9184 Purus. Road,Open Market,NEW,1992/93,03/07/1990,SMDC,1
16821018 8119,Warslow & Elkstone,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",313 Dignissim. Street,Open Market,NEW,1993/94,04/10/1991,SMDC,1
16790703 2408,Tideswell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",347-3552 Non Street,Open Market,NEW,1993/94,16/08/1991,DDDC,1
16250114 7488,Hathersage,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",2381 Volutpat. St.,Open Market,NEW,1995/96,28/07/1993,DDDC,1
16071012 4843,Tintwistle,"Lorem ipsum dolor sit amet, consectetuer","Ap #510-5959 Sapien, Street",Open Market,NEW,1998/99,04/09/1991,HPBC,1
16900920 2244,Outseats,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",638-8221 Eu Road,Open Market,NEW,1992/93,23/12/1991,DDDC,1
16120130 4563,Calver,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","7469 Dui, Street",Open Market,NEW,1995/96,31/01/1992,DDDC,1
16190327 9824,Bradwell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",5976 Molestie Av.,Open Market,NEW,1992/93,25/02/1992,DDDC,1
16111123 9404,Longnor,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Ap #515-823 Est. Av.,Open Market,NEW,1992/93,18/04/1991,SMDC,1
16441212 1289,Baslow & Bubnell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",828-9268 Sem Avenue,Open Market,NEW,1993/94,19/05/1993,DDDC,1
16291006 3706,Hathersage,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 796, 9396 Ac, St.",Open Market,NEW,1992/93,23/08/1991,DDDC,1
16530103 5704,Great Longstone,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",645-6358 Hendrerit Ave,Open Market,NEW,1994/95,13/08/1993,DDDC,1
16910803 7210,Stoney Middleton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",4179 Ipsum Av.,Open Market,NEW,1992/93,02/09/1991,DDDC,1
16250524 6229,Bamford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",670-5640 Dignissim Av.,Open Market,NEW,1993/94,06/01/1992,HPBC,1
16580210 8844,Hayfield,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 232, 6590 Auctor, Rd.",Open Market,NEW,2006/07,05/09/2000,HPBC,6
16720130 0980,Bradwell,"Lorem ipsum dolor sit amet, consectetuer adipiscing",194-6561 Pulvinar Street,Open Market,NEW,1994/95,23/06/1994,DDDC,1
16640330 9559,Youlgreave,"Lorem ipsum dolor sit amet, consectetuer",606-3147 Phasellus Avenue,Open Market,NEW,1996/97,13/04/1994,DDDC,1
16930715 8775,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing","P.O. Box 698, 1316 Eu Avenue",Open Market,NEW,1995/96,23/08/1994,DDDC,1
16311207 6645,Great Longstone,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #929-4601 Nisi Street,Open Market,NEW,1995/96,12/07/1994,DDDC,1
16271014 4326,Bamford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1474 Nec Rd.,Open Market,NEW,1995/96,19/08/1994,HPBC,1
16801106 4246,Litton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #155-147 Purus. Street,Open Market,NEW,1994/95,05/08/1994,DDDC,1
16251227 2184,Chinley,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","Ap #949-9453 Non, Street",Open Market,NEW,1995/96,27/10/1994,HPBC,1
16180116 7121,Bamford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",8793 Torquent Av.,Open Market,NEW,1996/97,21/12/1994,HPBC,1
16771119 6951,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",3033 Dignissim. Street,Open Market,NEW,1995/96,07/06/1994,DDDC,1
16461029 4599,Baslow & Bubnell,"Lorem ipsum dolor sit amet, consectetuer",280-8694 Natoque St.,Open Market,NEW,1996/97,17/08/1994,DDDC,1
16170307 8228,Great Longstone,"Lorem ipsum dolor sit amet, consectetuer adipiscing",988 Nullam Ave,Open Market,NEW,1995/96,01/11/1994,DDDC,1
16361022 1099,Hathersage,"Lorem ipsum dolor sit amet, consectetuer",6997 Erat St.,Open Market,NEW,1996/97,13/12/1994,DDDC,5
16120813 9954,Youlgreave,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",332 Et Av.,Open Market,NEW,1993/94,15/08/1989,DDDC,1
16770914 9301,Calver,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur",496-5836 Odio St.,Open Market,NEW,1991/92,24/12/1987,DDDC,2
16550214 5476,Bamford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #724-4824 Bibendum. Rd.,Open Market,NEW,2002/03,19/12/1994,HPBC,1
16060827 3405,Froggatt,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 821, 4621 Mi Road",Open Market,NEW,1991/92,15/08/1989,DDDC,1
16691111 9003,Froggatt,"Lorem ipsum dolor sit amet, consectetuer adipiscing",9950 Neque. Street,Open Market,NEW,1991/92,15/08/1989,DDDC,-2
16560105 0684,Dunford,"Lorem ipsum dolor sit amet, consectetuer adipiscing","1971 Imperdiet, Ave",Open Market,NEW,2001/02,05/03/2001,BMBC,1
16490808 8596,Dunford,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 517, 8193 Scelerisque St.",Open Market,NEW,2001/02,05/03/2001,BMBC,-1
16241104 5665,Hathersage,"Lorem ipsum dolor sit amet, consectetuer adipiscing",9942 Libero Av.,Open Market,NEW,1991/92,12/06/1990,DDDC,1
16730127 4267,Monyash,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",Ap #823-1627 Pellentesque. St.,Open Market,NEW,1991/92,05/05/1989,DDDC,1
16100305 3186,Parwich,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 625, 7679 Sed Avenue",Open Market,NEW,1991/92,11/08/1989,DDDC,1
16400919 8336,Litton,"Lorem ipsum dolor sit amet, consectetuer",7008 Lorem Road,Open Market,NEW,1994/95,02/06/1994,DDDC,1
16180817 3015,Heaton,"Lorem ipsum dolor sit amet, consectetuer adipiscing","7130 Pede, Rd.",Open Market,NEW,1994/95,08/10/1990,SMDC,1
16060724 5545,Hathersage,"Lorem ipsum dolor sit amet, consectetuer",Ap #929-852 Sit Rd.,Open Market,NEW,1991/92,05/11/1990,DDDC,1
16140804 3568,Bakewell,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","P.O. Box 101, 8156 Curabitur Av.",Open Market,NEW,1997/98,31/08/1995,DDDC,1
16421103 1937,Chinley,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed","484-7318 Ut, Rd.",Open Market,NEW,2001/02,30/07/1999,HPBC,1
16550324 0458,Tintwistle,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Ap #966-897 Imperdiet St.,Open Market,NEW,1993/94,05/12/1988,HPBC,1
16731016 3857,Wetton,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",9398 Molestie St.,Open Market,NEW,2001/02,02/10/1990,SMDC,1
16960311 1700,Calver,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur","P.O. Box 669, 2499 Et Av.",Open Market,NEW,1993/94,27/07/1992,DDDC,1
16760619 6140,Baslow & Bubnell,"Lorem ipsum dolor sit amet, consectetuer adipiscing",2250 Tincidunt. Street,Open Market,NEW,1995/96,30/07/1992,DDDC,1
16220821 1041,Monyash,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Curabitur sed",149 Nisl St.,Open Market,NEW,1999/00,23/02/1998,DDDC,1
16921121 7501,Monyash,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",7037 Libero Avenue,Open Market,NEW,2000/01,21/10/1998,DDDC,1
